updated,country,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,continent,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,fetched_at,countryInfo._id,countryInfo.iso2,countryInfo.iso3,countryInfo.lat,countryInfo.long,countryInfo.flag
1764331525854,India,45035393,0,533570,0,0,0,44501823,0,32016,379,935879495,665334,1406631776,Asia,31,2636,2,31637.15,0,0,2025-11-28T17:43:41.003502,356,IN,IND,20,77,https://disease.sh/assets/img/flags/in.png
